amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,source,source_type,source_class,waterpoint_type
0,Mar-201,Rare,0,Rare,34.78641561,-8.21865131,Rare,Rufiji,Rare,Mbeya,12,7,Mbarali,Rare,0,TRUE,WUA,,TRUE,1987,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,river,river/lake,surface,communal standpipe
300,Mar-201,Dhv,255,DWE,36.95557343,-7.69865538,Rare,Rufiji,Rare,Morogoro,5,3,Kilombero,Rare,305,TRUE,Company,Ikela Wa,TRUE,1995,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,river,river/lake,surface,communal standpipe
33,Nov-201,Ces(gmbh),708,DWE,37.45642563,-3.46866654,Rare,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,75,TRUE,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
450,Feb-201,Germany Republi,1492,CES,37.20286872,-3.20778323,Kwa Robium Lema,Pangani,Rare,Kilimanjaro,3,5,Hai,Rare,40,TRUE,Water Board,Uroki-Bomang'ombe water sup,TRUE,1995,gravity,gravity,gravity,water board,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
0,Oct-201,Rare,1277,Rare,34.22163999,-1.29832318,Rare,Lake Victoria,Rare,Mara,20,6,Rorya,Rare,690,TRUE,VWC,Mradi wa maji  nyanduga,FALSE,1986,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,salty,salty,enough,machine dbh,borehole,groundwater,communal standpipe
20,Mar-201,Amref,17,AMREF,39.23453385,-7.17193244,Shuleni,Wami / Ruvu,Rare,Pwani,6,4,Mkuranga,Rare,1000,TRUE,VWC,,FALSE,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
25,Mar-201,Danida,1677,DANID,35.54689982,-7.92082473,Rare,Rufiji,Rare,Iringa,11,1,Iringa Rural,Rare,1,TRUE,VWC,Mseke,TRUE,1982,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Oct-201,Rwssp,0,Rare,32.8877515,-3.43889922,Rare,Lake Victoria,Mwabuheke A,Shinyanga,17,3,Shinyanga Rural,Rare,0,TRUE,WUG,,TRUE,1987,walimi,other handpump,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
0,Feb-201,Government Of Tanzania,1822,DWE,35.30160645,-4.26685888,Kwa Sangha,Internal,Dabiso,Manyara,21,1,Babati,Rare,360,TRUE,VWC,,TRUE,1973,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
0,Mar-201,Water,0,Gover,36.47076892,-6.83977783,Kityega,Rufiji,Rare,Dodoma,1,1,Mpwapwa,Rare,0,TRUE,VWC,,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,1187,Rare,32.92057868,-2.47456022,Kwa Mama Okocha,Lake Victoria,Rare,Mwanza,19,8,Ilemela,Rare,800,TRUE,Private operator,,TRUE,2003,nira/tanira,nira/tanira,handpump,private operator,commercial,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Government Of Tanzania,1251,Community,30.47623178,-3.68626499,Samba Secschool,Lake Tanganyika,Bugwana,Kigoma,16,1,Kibondo,Rare,500,TRUE,VWC,,FALSE,2010,gravity,gravity,gravity,water board,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,improved spring
0,Aug-201,Government Of Tanzania,105,DWE,39.02482332,-5.0003317,Msikitini,Pangani,Marimba,Tanga,4,4,Tanga,Rare,120,TRUE,VWC,Borehole,TRUE,1964,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,other
0,Jan-201,District Council,285,Rare,39.12430618,-9.90236031,Msikitini,Ruvuma / Southern Coast,Rare,Lindi,80,53,Ruangwa,Rare,450,TRUE,WUA,Mandawa,TRUE,1975,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,unknown,spring,spring,groundwater,communal standpipe
0,Feb-201,Danida,1460,TCRS,30.86293692,-3.13670936,Kwa Mzee Kinyamugela,Lake Tanganyika,Rare,Kigoma,16,1,Kibondo,Rare,200,TRUE,VWC,,FALSE,2004,nira/tanira,nira/tanira,handpump,vwc,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
50,Mar-201,Jica,48,Rare,39.1407688,-7.4987634,Sokoni,Rufiji,Rare,Pwani,6,4,Mkuranga,Rare,500,TRUE,VWC,Njopeka Water Supply,FALSE,2010,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe multiple
100,Feb-201,Danida,972,DANIDA,35.88654709,-10.22150702,Rare,Lake Nyasa,Rare,Ruvuma,10,5,Namtumbo,Rare,540,TRUE,WUG,,FALSE,1994,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
20,Mar-201,Rare,201,Rare,38.30891848,-6.56393695,Nikata,Wami / Ruvu,Rare,Pwani,6,1,Bagamoyo,Rare,50,TRUE,WUA,Chalinze wate,TRUE,2003,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Oct-201,Rare,1813,Rare,34.69225062,-1.41280121,Rare,Lake Victoria,Segese,Mara,20,1,Tarime,Rare,100,TRUE,Rare,,TRUE,2009,india mark ii,india mark ii,handpump,vwc,user-group,Rare,Rare,coloured,colored,enough,machine dbh,borehole,groundwater,hand pump
0,Oct-201,Rare,0,Rare,32.28951786,-4.67443943,Mama Kajila,Lake Tanganyika,Makigi Kati,Tabora,14,4,Urambo,Rare,0,TRUE,VWC,,TRUE,1987,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Aug-201,Government Of Tanzania,12,DWE,39.07417397,-5.25019256,Rare,Pangani,Rare,Tanga,4,4,Tanga,Rare,300,TRUE,VWC,Shallow well,TRUE,2003,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Feb-201,District Council,995,District Council,37.6112653,-3.83208564,Zahanati,Pangani,Rare,Kilimanjaro,3,2,Mwanga,Rare,200,TRUE,VWC,Kiverenge water supply,FALSE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Jan-201,Rare,0,Rare,32.80825715,-5.02643887,Triple P,Lake Tanganyika,Rare,Tabora,14,6,Tabora Urban,Rare,0,FALSE,Other,,TRUE,1987,afridev,afridev,handpump,Rare,Rare,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,World Vision,1684,DWE,36.62684577,-3.24995661,Kwa Lenoi,Pangani,Rare,Arusha,2,2,Arusha Rural,Rare,150,TRUE,VWC,Lemanyata pipe line,TRUE,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Aug-201,Hesawa,0,HESAWA,32.96717507,-2.95975115,Kwa Many,Lake Victoria,Chamhela,Mwanza,19,7,Missungwi,Rare,0,FALSE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,shallow well,shallow well,groundwater,hand pump
0,Jan-201,Rare,127,District Council,39.43989507,-10.03747619,Kwa Malapa,Ruvuma / Southern Coast,Shuleni,Lindi,80,23,Lindi Rural,Rare,1,FALSE,VWC,LIPS Water Scheme,FALSE,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
0,Nov-201,Hesawa,1286,DWE,33.80125007,-1.93085787,Rare,Lake Victoria,Rare,Mara,20,4,Bunda,Rare,480,TRUE,WUG,,FALSE,1986,other - swn 81,other handpump,handpump,wug,user-group,Rare,Rare,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Government Of Tanzania,0,Gover,36.56319862,-6.6910423,Kinzionzio,Wami / Ruvu,Rare,Dodoma,1,1,Mpwapwa,Rare,0,TRUE,VWC,Pwag,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Kkkt,0,KKKT,32.89815868,-9.1562825,Rare,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Aug-201,Rare,0,Rare,32.4891402,-2.37404426,Rare,Lake Victoria,Rare,Mwanza,19,5,Sengerema,Rare,0,TRUE,VWC,None,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,Rare,Rare,soft,good,dry,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Hesawa,0,DWE,33.42763227,-2.58570352,Rare,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,salty,salty,dry,shallow well,shallow well,groundwater,other
0,Mar-201,Government Of Tanzania,433,RWE,38.07441536,-4.64234279,Kwa Mzee Shuhuli,Pangani,Rare,Tanga,4,2,Korogwe,Rare,50,TRUE,VWC,Mkomazi water supply,FALSE,1976,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
0,Mar-201,Rare,1045,DWE,38.45401996,-5.01983716,Mgoda,Pangani,Rare,Tanga,4,2,Korogwe,Rare,450,TRUE,VWC,Tewe water supply,FALSE,2011,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,other
0,Feb-201,Rare,387,Rare,37.45212111,-6.30503031,Msikitini,Wami / Ruvu,Rare,Morogoro,5,6,Mvomero,Rare,1,TRUE,Private operator,,TRUE,2009,nira/tanira,nira/tanira,handpump,private operator,commercial,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Danida,0,Government,33.53440573,-8.61922026,Rare,Lake Rukwa,Rare,Mbeya,12,1,Chunya,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe
0,Aug-201,Unicef,539,RWE,37.60276881,-6.74999345,Kwa Juakali,Wami / Ruvu,Rare,Morogoro,5,5,Morogoro Urban,Rare,400,TRUE,VWC,,TRUE,1961,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Nov-201,Netherlands,0,Rare,34.02194271,-3.57365887,Sagenge B,Internal,Rare,Shinyanga,17,2,Maswa,Rare,0,TRUE,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
2000,Mar-201,Danida,1524,DANID,35.93084151,-7.70444525,Rare,Rufiji,Rare,Iringa,11,7,Kilolo,Rare,20,TRUE,VWC,mbigil,TRUE,1985,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,river,river/lake,surface,communal standpipe
0,Jul-201,Government Of Tanzania,0,Government,33.04578354,-2.55321325,Rare,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,None,TRUE,1987,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,lake,river/lake,surface,communal standpipe multiple
0,Jul-201,Hesawa,0,Rare,31.61975724,-1.41707744,Kaisherukindo,Lake Victoria,Rare,Kagera,18,2,Bukoba Rural,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,improved spring
0,Jul-201,Rare,0,Rare,32.72980813,-2.93884308,Nyashimba B,Lake Victoria,Kaningu B,Mwanza,19,5,Sengerema,Rare,0,TRUE,VWC,None,TRUE,1987,other - swn 81,other handpump,handpump,vwc,user-group,never pay,never pay,salty abandoned,salty,enough,machine dbh,borehole,groundwater,hand pump
20,Apr-201,Dh,443,DH,37.12021459,-6.67527577,Rare,Wami / Ruvu,Rare,Morogoro,5,1,Kilosa,Rare,50,TRUE,VWC,Ru,TRUE,1981,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Government Of Tanzania,617,DWE,38.75959615,-5.12648457,Ofisini,Pangani,Rare,Tanga,4,3,Muheza,Rare,200,TRUE,VWC,,FALSE,1983,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Rare,1060.32,Rare,39.75192795,-7.87483593,Ndagoni Ofisi Ya Kata,Rufiji,Rare,Pwani,6,6,Mafia,Rare,200,TRUE,VWC,,FALSE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Jan-201,Rare,1337,Rare,34.34415249,-2.0050098,Rare,Lake Victoria,Rare,Mara,20,2,Serengeti,Rare,530,FALSE,Rare,,Missing,2010,other - rope pump,rope pump,rope pump,Rare,Rare,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,hand pump
0,Jul-201,Rare,1609,DWE,31.19038541,-7.56097124,Kashangali,Lake Rukwa,Kashangali,Rukwa,15,3,Nkasi,Rare,1,FALSE,VWC,,FALSE,2007,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,machine dbh,borehole,groundwater,hand pump
0,Apr-201,Rare,0,Rare,33.6468395,-8.72853729,Kwa Juma Zuberi,Rufiji,Ilanjii A,Mbeya,12,7,Mbarali,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,seasonal,river,river/lake,surface,communal standpipe
0,Mar-201,Unicef,1285,DWE,34.79012829,-8.68704157,Kwa Emilio Mwelange,Rufiji,Rare,Iringa,11,4,Njombe,Rare,65,TRUE,VWC,Wanging'ombe gravity Scheme,FALSE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Mar-201,Dhv,355,DWE,37.8137049,-7.06960627,Kitope,Wami / Ruvu,Rare,Morogoro,5,2,Morogoro Rural,Rare,200,TRUE,VWC,,TRUE,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,seasonal,shallow well,shallow well,groundwater,hand pump
250,Feb-201,Rare,1305,Rare,30.21354745,-4.50179745,Kwa Yubert,Lake Tanganyika,Rare,Kigoma,16,2,Kasulu,Rare,240,TRUE,Water authority,Kyonza,FALSE,2010,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe
0,Feb-201,District Council,744,Rare,37.6372944,-3.56170185,Kwa Mzee Said Shaaban,Pangani,Rare,Kilimanjaro,3,2,Mwanga,Rare,350,TRUE,VWC,Mlang'a Water Supply,TRUE,2011,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,other
0,Feb-201,Wateraid,1205,Rare,37.12543963,-5.3076958,Rare,Pangani,Rare,Manyara,21,5,Kiteto,Rare,300,TRUE,VWC,Water AID,TRUE,1994,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,machine dbh,borehole,groundwater,communal standpipe
0,Feb-201,Rare,0,DWE,32.67381659,-3.83501684,Rare,Lake Victoria,Rare,Shinyanga,17,3,Kahama,Rare,0,TRUE,VWC,Mwendakulima pipe,TRUE,1987,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,dam,dam,surface,other
0,Jan-201,Dwsp,0,DWE,34.89,-6.37,Rare,Lake Victoria,Rare,Shinyanga,17,1,Bariadi,Rare,0,Missing,WUG,,FALSE,1987,other,other,other,wug,user-group,Rare,Rare,soft,good,dry,shallow well,shallow well,groundwater,other
100,Mar-201,Rare,996,Rare,35.67100904,-10.5116593,Rare,Lake Nyasa,Rare,Ruvuma,10,4,Songea Rural,Rare,0,FALSE,Other,,TRUE,2009,india mark ii,india mark ii,handpump,Rare,Rare,pay per bucket,per bucket,soft,good,seasonal,shallow well,shallow well,groundwater,hand pump
300,Mar-201,District Council,1300,District Council,37.66981629,-3.68990184,Kwa Kasulu,Pangani,Rare,Kilimanjaro,3,2,Mwanga,Rare,50,TRUE,WUA,Churu water supply,FALSE,2007,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,spring,spring,groundwater,communal standpipe
500,Mar-201,Government Of Tanzania,2180,DWE,36.65717392,-3.22393941,Rare,Pangani,Rare,Arusha,2,2,Arusha Rural,Rare,150,TRUE,VWC,Olkokola pipe line,TRUE,1990,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,spring,spring,groundwater,other
0,Feb-201,Rare,0,DWE,34.89,-6.37,Rare,Lake Victoria,Huhulia,Shinyanga,17,1,Bariadi,Rare,0,TRUE,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Oct-201,Rare,0,WEDECO,32.77104196,-3.91451531,Kwa Matema Manyaru,Internal,Isigi,Shinyanga,17,3,Kahama,Rare,0,TRUE,VWC,MPEISA,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe multiple
0,Feb-201,Danida,985,DWE,35.53311026,-10.82169784,Rare,Ruvuma / Southern Coast,Rare,Ruvuma,10,2,Songea Rural,Rare,500,TRUE,VWC,Mradi wa maji wa mpitimbi,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,river,river/lake,surface,communal standpipe
0,Feb-201,Rare,1356,TCRS,30.73501136,-3.41816376,Nakisenga A,Lake Tanganyika,Rare,Kigoma,16,1,Kibondo,Rare,500,TRUE,VWC,,FALSE,2008,other,other,other,vwc,user-group,Rare,Rare,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Jul-201,Rare,0,Rare,30.66712008,-2.47859894,Rare,Lake Victoria,Rare,Kagera,18,30,Ngara,Rare,0,TRUE,VWC,,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Oct-201,Tasaf,0,DWE,34.07928948,-3.5507109,Rare,Internal,Rare,Shinyanga,17,6,Meatu,Rare,0,TRUE,WUG,None,TRUE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Rare,1060.32,Rare,39.39673397,-7.10407518,Kwa Sosele,Wami / Ruvu,Rare,Pwani,60,43,Mkuranga,Rare,560,TRUE,VWC,,FALSE,2008,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,shallow well,shallow well,groundwater,other
0,Feb-201,Kkkt,1950,Commu,34.22871177,-9.37495394,Rare,Lake Nyasa,Kilowoko,Iringa,11,3,Makete,Rare,0,TRUE,VWC,Tandal,FALSE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,enough,spring,spring,groundwater,communal standpipe
0,Apr-201,Government Of Tanzania,1496,RWE,37.2869966,-3.21058323,Kwa Michael Mausa,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,40,FALSE,VWC,Otaruni water supply,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,other
0,Feb-201,Rare,1268,Rare,34.25190004,-1.72026882,Mtatiro Sagata,Lake Victoria,Rare,Mara,20,2,Serengeti,Rare,40,Missing,Other,,TRUE,2000,afridev,afridev,handpump,Rare,Rare,never pay,never pay,salty,salty,insufficient,shallow well,shallow well,groundwater,hand pump
0,Aug-201,Danida,0,DANIDA,32.5779011,-8.96887691,Mzee Sopu,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,FALSE,VWC,,FALSE,1987,other,other,other,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Feb-201,Danida,451,DANIDA,34.7963485,-11.29047954,Shuleni,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,311,Missing,VWC,DANIDA,TRUE,2012,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,73,Rare,39.09910637,-6.92750885,Rare,Wami / Ruvu,Rare,Dar es Salaam,7,2,Ilala,Rare,1,Missing,WUG,,FALSE,2010,other,other,other,wug,user-group,Rare,Rare,soft,good,enough,machine dbh,borehole,groundwater,other
0,Mar-201,Government Of Tanzania,1773,DWE,36.54716932,-3.26421738,Mukulati,Internal,Mukulati,Arusha,2,2,Arusha Rural,Rare,200,TRUE,VWC,Olkokola mwandet pipe line,TRUE,1989,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Sep-201,Rare,0,Rare,31.55037544,-2.00966365,Rare,Lake Victoria,Rare,Kagera,18,3,Muleba,Rare,0,FALSE,Rare,B,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
1000,Feb-201,Rare,1719,Rare,35.41318522,-8.11312853,Rare,Rufiji,Rare,Iringa,11,1,Iringa Rural,Rare,140,TRUE,VWC,Muwimb,TRUE,2004,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Feb-201,Netherlands,0,DWE,33.63540701,-3.03857746,Rare,Lake Victoria,Rare,Shinyanga,17,2,Maswa,Rare,0,TRUE,WUG,,FALSE,1987,swn 80,swn 80,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
500,Mar-201,Rare,1567,Rare,37.89447491,-4.25875133,Kwa Tumain,Pangani,Rare,Kilimanjaro,3,3,Same,Rare,120,TRUE,Water authority,Gwang'a chome water supply,TRUE,2004,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Apr-201,Kkkt,0,KKKT,33.07904357,-9.02651112,Japhet Mwaluemba,Lake Rukwa,Rare,Mbeya,12,6,Mbozi,Rare,0,TRUE,VWC,,FALSE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,fluoride,fluoride,enough,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,Rare,33.6834512,-9.49012894,Kwa Sala Hassani,Lake Nyasa,Rare,Mbeya,12,3,Kyela,Rare,0,TRUE,VWC,Lema water supplied scheme,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
6,Jun-201,Rare,1434,DWE,37.482531,-3.30450064,Kwa Protasia Assey,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,25,TRUE,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe
300,Mar-201,Rare,302,Rare,36.99477795,-7.59877024,Kwa Kilama,Rufiji,Rare,Morogoro,5,1,Kilosa,Rare,150,TRUE,VWC,It,TRUE,2009,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,river,river/lake,surface,communal standpipe
0,Feb-201,Danida,1675,DANID,35.2989946,-8.06724543,Rare,Rufiji,Rare,Iringa,11,1,Iringa Rural,Rare,630,FALSE,VWC,,TRUE,1988,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Mar-201,Shipo,1787,Rare,34.81580967,-8.9897236,Kkkt Church Nyamboko,Rufiji,Nyamboko,Iringa,11,4,Njombe,Rare,35,TRUE,VWC,,FALSE,2010,other - rope pump,rope pump,rope pump,vwc,user-group,never pay,never pay,soft,good,insufficient,hand dtw,borehole,groundwater,hand pump
